ТИК;УИК;Число избирателей, внесенных в список;Число бюллетеней, полученных УИК;Число бюллетеней, выданных в помещении для голосования;Число бюллетеней, выданных вне помещения для голосования;Число погашенных бюллетеней;Число бюллетеней, содержащихся в переносных ящиках;Число бюллетеней, содержащихся в стационарных ящиках;Число недействительных бюллетеней;Число действительных бюллетеней;Число открепительных удостоверений, полученных УИК;Число открепительных удостоверений, выданных УИК до дня голосования;Число избирателей, проголосовавших по открепительным удостоверениям;Число неиспользованных открепительных удостоверений;Число открепительных удостоверений, выданных ТИК избирателям;Число утраченных открепительных удостоверений;Число утраченных бюллетеней;Число бюллетеней, не учтенных при получении;ТИК;УИК
Даниловский район;1749;2148;2000;661;33;1306;33;661;12;682;0;0;1;0;2;0;0;0;Даниловский район;1749
Даниловский район;1750;2069;2000;553;8;1439;8;552;6;554;0;0;0;0;1;0;0;0;Даниловский район;1750
Даниловский район;1751;2476;2000;752;15;1233;15;751;5;761;0;0;0;0;1;0;0;0;Даниловский район;1751
Даниловский район;1752;1670;1500;458;8;1034;8;458;7;459;0;0;0;0;1;0;0;0;Даниловский район;1752
Даниловский район;1753;1657;1500;462;23;1015;23;460;5;478;0;0;1;0;0;0;0;0;Даниловский район;1753
Даниловский район;1754;1888;1500;575;22;903;22;575;8;589;0;0;0;0;0;0;0;0;Даниловский район;1754
Даниловский район;1755;1117;1000;381;16;603;16;381;7;390;0;0;0;0;0;0;0;0;Даниловский район;1755
Даниловский район;1756;1098;1000;210;2;788;2;210;4;208;0;0;0;0;0;0;0;0;Даниловский район;1756
Даниловский район;1757;2440;2000;559;26;1415;26;559;14;571;0;0;0;0;2;0;0;0;Даниловский район;1757
Даниловский район;1758;1955;1500;454;13;1033;13;454;10;457;0;0;0;0;0;0;0;0;Даниловский район;1758
Даниловский район;1759;2065;2000;534;39;1427;39;532;7;564;0;0;1;0;1;0;0;0;Даниловский район;1759
Даниловский район;1760;2451;2000;758;24;1218;23;756;7;772;0;0;0;0;0;0;0;0;Даниловский район;1760
Даниловский район;1761;2174;2000;636;22;1342;22;636;8;650;0;0;0;0;0;0;0;0;Даниловский район;1761
Даниловский район;1762;2445;2000;685;23;1292;23;683;14;692;0;0;5;0;0;0;0;0;Даниловский район;1762
Даниловский район;1763;1455;1000;408;6;586;6;407;5;408;0;0;1;0;0;0;0;0;Даниловский район;1763
Даниловский район;1764;1764;1202;501;0;701;0;501;4;497;0;0;0;0;2;0;0;0;Даниловский район;1764
Даниловский район;1765;2126;1500;648;16;836;16;648;4;660;0;0;0;0;0;0;0;0;Даниловский район;1765
Даниловский район;1766;668;2000;644;24;1332;24;644;13;655;0;0;0;0;0;0;0;0;Даниловский район;1766
Даниловский район;1767;2594;2000;661;16;1323;16;661;4;673;0;0;1;0;0;0;0;0;Даниловский район;1767
Даниловский район;1768;1854;1500;505;16;979;16;504;5;515;0;0;0;0;0;0;0;0;Даниловский район;1768
Даниловский район;1769;2326;2000;724;23;1253;23;723;10;736;0;0;1;0;1;0;0;0;Даниловский район;1769
Даниловский район;1770;907;800;306;15;479;15;306;3;318;0;0;2;0;0;0;0;0;Даниловский район;1770
Даниловский район;3716;249;600;245;0;355;0;245;9;236;0;0;0;0;0;0;0;0;Даниловский район;3716
Даниловский район;3717;79;400;79;0;321;0;79;5;74;0;0;0;0;0;0;0;0;Даниловский район;3717
Донской район;1771;1619;1400;581;19;800;19;576;8;587;0;0;0;0;0;0;0;0;Донской район;1771
Донской район;1772;1600;1400;544;20;836;20;544;8;556;0;0;0;0;1;0;0;0;Донской район;1772
Донской район;1773;1291;1100;420;21;659;21;419;0;440;0;0;0;0;0;0;0;0;Донской район;1773
Донской район;1774;275;300;83;5;212;5;83;0;88;0;0;0;0;0;0;0;0;Донской район;1774
Донской район;1775;1101;1000;352;26;622;26;352;2;376;0;0;0;0;1;0;0;0;Донской район;1775
Донской район;1776;1733;1500;659;21;820;21;658;7;672;0;0;2;0;2;0;0;0;Донской район;1776
Донской район;1777;802;800;213;17;570;17;213;2;228;0;0;0;0;0;0;0;0;Донской район;1777
Донской район;1778;1578;1400;451;32;917;32;451;4;479;0;0;1;0;0;0;0;0;Донской район;1778
Донской район;1779;1775;1700;546;29;1125;29;546;6;569;0;0;0;0;3;0;0;0;Донской район;1779
Донской район;1780;1659;1600;486;29;1085;29;486;4;511;0;0;0;0;1;0;0;0;Донской район;1780
Донской район;1781;2112;2000;680;29;1291;29;680;8;701;0;0;1;0;3;0;0;0;Донской район;1781
Донской район;1782;2386;2200;685;38;1477;38;685;17;706;0;0;0;0;2;0;0;0;Донской район;1782
Донской район;1783;2161;2000;570;60;1370;60;570;12;618;0;0;0;0;5;0;0;0;Донской район;1783
Донской район;1784;2105;2100;586;46;1468;46;586;4;628;0;0;0;0;1;0;0;0;Донской район;1784
Донской район;1785;1183;1100;359;22;719;22;359;8;373;0;0;0;0;0;0;0;0;Донской район;1785
Донской район;1786;2393;2200;626;33;1541;33;626;5;654;0;0;1;0;0;0;0;0;Донской район;1786
Донской район;1787;1786;1700;502;28;1170;28;502;7;523;0;0;1;0;0;0;0;0;Донской район;1787
Донской район;3718;53;700;53;0;647;0;53;1;52;0;0;0;0;0;0;0;0;Донской район;3718
Донской район;3719;50;200;1;49;150;49;1;0;50;0;0;1;0;0;0;0;0;Донской район;3719
Донской район;3720;276;300;246;0;54;0;246;3;243;0;0;0;0;0;0;0;0;Донской район;3720
Донской район;3721;788;1200;788;0;412;0;787;36;751;0;0;0;0;0;0;0;0;Донской район;3721
район Зябликово;1788;2644;2500;759;40;1701;40;759;9;790;0;0;0;0;2;0;0;0;район Зябликово;1788
район Зябликово;1789;1994;1800;517;23;1260;23;517;5;535;0;0;1;0;0;0;0;0;район Зябликово;1789
район Зябликово;1790;1766;1600;431;25;1144;25;431;6;450;0;0;3;0;2;0;0;0;район Зябликово;1790
район Зябликово;1791;2321;2100;762;25;1313;25;761;4;782;0;0;6;0;2;0;0;0;район Зябликово;1791
район Зябликово;1792;2240;2000;589;17;1394;17;589;9;597;0;0;4;0;2;0;0;0;район Зябликово;1792
район Зябликово;1793;1950;1800;528;28;1244;28;528;7;549;0;0;1;0;0;0;0;0;район Зябликово;1793
район Зябликово;1794;2412;2200;717;23;1460;23;717;10;730;0;0;1;0;0;0;0;0;район Зябликово;1794
район Зябликово;1795;2699;2500;885;25;1590;25;885;14;896;0;0;3;0;3;0;0;0;район Зябликово;1795
район Зябликово;1796;2386;2200;791;28;1381;28;791;13;806;0;0;0;0;2;0;0;0;район Зябликово;1796
район Зябликово;1797;2234;2000;658;34;1308;34;657;4;687;0;0;1;0;2;0;0;0;район Зябликово;1797
район Зябликово;1798;2651;2400;774;24;1602;24;774;9;789;0;0;2;0;3;0;0;0;район Зябликово;1798
район Зябликово;1799;2024;2000;599;42;1359;42;599;7;634;0;0;2;0;3;0;0;0;район Зябликово;1799
район Зябликово;1800;1992;1800;613;15;1172;15;613;25;603;0;0;3;0;4;0;0;0;район Зябликово;1800
район Зябликово;1801;2468;2300;585;3;1712;3;585;4;584;0;0;2;0;4;0;0;0;район Зябликово;1801
район Зябликово;1802;839;800;228;8;564;8;228;2;234;0;0;2;0;1;0;0;0;район Зябликово;1802
район Зябликово;1803;2424;2200;793;20;1387;20;792;6;806;0;0;0;0;2;0;0;0;район Зябликово;1803
район Зябликово;1804;2760;2500;897;31;1572;31;896;9;918;0;0;0;0;2;0;0;0;район Зябликово;1804
район Зябликово;1805;2743;2500;864;24;1612;24;864;7;881;0;0;3;0;2;0;0;0;район Зябликово;1805
район Зябликово;1806;2323;2100;727;25;1348;25;726;9;742;0;0;2;0;5;0;0;0;район Зябликово;1806
район Зябликово;1807;1975;1800;521;23;1256;23;521;7;537;0;0;0;0;2;0;0;0;район Зябликово;1807
район Зябликово;1808;2334;2100;736;41;1323;41;736;16;761;0;0;2;0;1;0;0;0;район Зябликово;1808
район Зябликово;1809;2591;2400;693;29;1678;29;693;6;716;0;0;0;0;4;0;0;0;район Зябликово;1809
район Зябликово;1810;2690;2400;774;21;1605;21;774;10;785;0;0;2;0;5;0;0;0;район Зябликово;1810
район Зябликово;1811;2561;2300;621;15;1664;15;619;8;626;0;0;1;0;2;0;0;0;район Зябликово;1811
район Зябликово;1812;2754;2500;865;22;1613;22;864;9;877;0;0;1;0;1;0;0;0;район Зябликово;1812
район Зябликово;1813;2743;2500;698;12;1790;12;698;13;697;0;0;2;0;1;0;0;0;район Зябликово;1813
район Зябликово;1814;2600;2400;715;37;1648;37;712;5;744;0;0;1;0;2;0;0;0;район Зябликово;1814
район Зябликово;1815;2591;2400;661;9;1730;9;661;10;660;0;0;2;0;4;0;0;0;район Зябликово;1815
район Зябликово;1816;2827;2600;737;15;1848;15;736;8;743;0;0;0;0;1;0;0;0;район Зябликово;1816
район Зябликово;1817;2561;2300;651;26;1623;26;651;10;667;0;0;0;0;2;0;0;0;район Зябликово;1817
район Зябликово;1818;2474;2300;651;39;1610;39;651;14;676;0;0;0;0;3;0;0;0;район Зябликово;1818
район Зябликово;1819;1873;1700;495;19;1186;19;495;2;512;0;0;5;0;1;0;0;0;район Зябликово;1819
район Зябликово;3722;152;750;100;32;618;32;100;1;131;0;0;2;0;0;0;0;0;район Зябликово;3722
район Москворечье-Сабурово;1820;2497;2200;787;78;1335;78;787;21;844;0;0;0;0;1;0;0;0;район Москворечье-Сабурово;1820
район Москворечье-Сабурово;1821;1455;1200;445;11;744;11;444;3;452;0;0;2;0;0;0;0;0;район Москворечье-Сабурово;1821
район Москворечье-Сабурово;1822;2763;2400;824;28;1548;28;823;8;843;0;0;0;0;2;0;0;0;район Москворечье-Сабурово;1822
район Москворечье-Сабурово;1823;2635;2300;813;30;1457;30;812;5;837;0;0;1;0;1;0;0;0;район Москворечье-Сабурово;1823
район Москворечье-Сабурово;1824;2618;2300;797;24;1479;24;796;12;808;0;0;1;0;0;0;0;0;район Москворечье-Сабурово;1824
район Москворечье-Сабурово;1825;2112;1800;506;16;1278;16;506;4;518;0;0;0;0;3;0;0;0;район Москворечье-Сабурово;1825
район Москворечье-Сабурово;1826;2516;2200;787;34;1379;34;783;19;798;1;1;0;0;0;0;0;0;район Москворечье-Сабурово;1826
район Москворечье-Сабурово;1827;2454;2200;727;9;1464;9;726;15;720;0;0;0;0;0;0;0;0;район Москворечье-Сабурово;1827
район Москворечье-Сабурово;1828;2471;2200;771;23;1406;23;771;9;785;1;1;3;0;1;0;0;0;район Москворечье-Сабурово;1828
район Москворечье-Сабурово;1829;2209;1900;586;17;1297;16;586;6;596;0;0;0;0;0;0;0;0;район Москворечье-Сабурово;1829
район Москворечье-Сабурово;1830;1956;1700;574;13;1113;13;572;9;576;0;0;0;0;0;0;0;0;район Москворечье-Сабурово;1830
район Москворечье-Сабурово;1831;2449;2200;717;10;1473;10;717;12;715;0;0;1;0;0;0;0;0;район Москворечье-Сабурово;1831
район Москворечье-Сабурово;1832;2111;1800;621;8;1171;8;621;13;616;0;0;1;0;0;0;0;0;район Москворечье-Сабурово;1832
район Москворечье-Сабурово;1833;2381;2100;694;12;1394;12;693;10;695;0;0;0;0;4;0;0;0;район Москворечье-Сабурово;1833
район Москворечье-Сабурово;1834;2028;1700;638;1;1061;1;637;10;628;0;0;1;0;1;0;0;0;район Москворечье-Сабурово;1834
район Москворечье-Сабурово;1835;2124;1800;656;3;1141;3;656;12;647;1;1;0;0;3;0;0;0;район Москворечье-Сабурово;1835
район Москворечье-Сабурово;1836;2538;2200;877;8;1315;8;876;12;872;0;0;2;0;1;0;0;0;район Москворечье-Сабурово;1836
район Москворечье-Сабурово;1837;2354;2100;756;6;1338;6;756;16;746;0;0;2;0;1;0;0;0;район Москворечье-Сабурово;1837
район Москворечье-Сабурово;1838;1376;1100;507;15;578;15;507;8;514;0;0;1;0;1;0;0;0;район Москворечье-Сабурово;1838
район Москворечье-Сабурово;1839;1787;1500;574;24;902;24;574;13;585;0;0;0;0;1;0;0;0;район Москворечье-Сабурово;1839
район Москворечье-Сабурово;3723;301;700;293;0;407;0;293;14;279;0;0;0;0;0;0;0;0;район Москворечье-Сабурово;3723
район Москворечье-Сабурово;3724;50;300;50;0;250;0;50;1;49;0;0;0;0;0;0;0;0;район Москворечье-Сабурово;3724
район Москворечье-Сабурово;3725;3;200;2;0;198;0;2;0;2;0;0;0;0;0;0;0;0;район Москворечье-Сабурово;3725
район Москворечье-Сабурово;3726;50;300;50;0;250;0;50;0;50;0;0;0;0;0;0;0;0;район Москворечье-Сабурово;3726
район Москворечье-Сабурово;3727;6;100;6;0;94;0;6;0;6;0;0;0;0;0;0;0;0;район Москворечье-Сабурово;3727
район Нагатино-Садовники;1840;1884;1667;458;19;1190;19;458;5;472;0;0;1;0;4;0;0;0;район Нагатино-Садовники;1840
район Нагатино-Садовники;1841;1893;1706;484;26;1196;26;483;9;500;0;0;1;0;2;0;0;0;район Нагатино-Садовники;1841
район Нагатино-Садовники;1842;1631;1446;474;50;922;50;474;9;515;0;0;2;0;4;0;0;0;район Нагатино-Садовники;1842
район Нагатино-Садовники;1843;2241;2020;698;36;1286;35;698;9;724;0;0;0;0;3;0;0;0;район Нагатино-Садовники;1843
район Нагатино-Садовники;1844;1431;1283;366;38;879;38;366;4;400;0;0;0;0;1;0;0;0;район Нагатино-Садовники;1844
район Нагатино-Садовники;1845;2023;1816;614;13;1189;13;614;10;617;0;0;0;0;1;0;0;0;район Нагатино-Садовники;1845
район Нагатино-Садовники;1846;1770;1588;542;49;997;49;541;14;576;0;0;2;0;1;0;0;0;район Нагатино-Садовники;1846
район Нагатино-Садовники;1847;1832;1644;580;40;1024;40;580;9;611;0;0;3;0;4;0;0;0;район Нагатино-Садовники;1847
район Нагатино-Садовники;1848;2649;2398;779;28;1591;28;779;12;795;0;0;0;0;3;0;0;0;район Нагатино-Садовники;1848
район Нагатино-Садовники;1849;2713;2453;748;52;1653;52;744;13;783;0;0;1;0;2;0;0;0;район Нагатино-Садовники;1849
район Нагатино-Садовники;1850;2302;2075;606;35;1434;35;606;10;631;0;0;0;0;1;0;0;0;район Нагатино-Садовники;1850
район Нагатино-Садовники;1851;207;271;207;0;64;0;207;3;204;0;0;0;0;0;0;0;0;район Нагатино-Садовники;1851
район Нагатино-Садовники;1852;2115;1909;606;26;1277;26;605;7;624;0;0;0;0;1;0;0;0;район Нагатино-Садовники;1852
район Нагатино-Садовники;1853;1836;1650;558;32;1060;32;558;14;576;0;0;0;0;1;0;0;0;район Нагатино-Садовники;1853
район Нагатино-Садовники;1854;1383;1244;396;32;816;32;396;5;423;0;0;0;0;1;0;0;0;район Нагатино-Садовники;1854
район Нагатино-Садовники;1855;1176;1055;387;18;650;18;386;6;398;0;0;7;0;1;0;0;0;район Нагатино-Садовники;1855
район Нагатино-Садовники;1856;1949;1750;647;29;1074;29;645;3;671;0;0;0;0;5;0;0;0;район Нагатино-Садовники;1856
район Нагатино-Садовники;1857;1703;1529;563;21;945;21;563;14;570;0;0;0;0;0;0;0;0;район Нагатино-Садовники;1857
район Нагатино-Садовники;1858;2321;2095;720;41;1334;41;720;11;750;0;0;1;0;0;0;0;0;район Нагатино-Садовники;1858
район Нагатино-Садовники;1859;2103;1892;564;57;1271;57;564;9;612;0;0;0;0;3;0;0;0;район Нагатино-Садовники;1859
район Нагатино-Садовники;1860;1549;1399;444;14;941;14;444;3;455;0;0;1;0;1;0;0;0;район Нагатино-Садовники;1860
район Нагатино-Садовники;1861;2674;2406;693;34;1680;34;693;6;721;0;0;1;0;1;0;0;1;район Нагатино-Садовники;1861
район Нагатино-Садовники;1862;2603;2344;665;25;1654;25;664;19;670;0;0;2;0;1;0;0;0;район Нагатино-Садовники;1862
район Нагатино-Садовники;3728;47;110;47;0;63;0;47;0;47;0;0;0;0;0;0;0;0;район Нагатино-Садовники;3728
район Нагатино-Садовники;3729;523;600;504;0;96;0;504;10;494;0;0;0;0;0;0;0;0;район Нагатино-Садовники;3729
район Нагатино-Садовники;3730;134;400;130;0;270;0;130;2;128;0;0;0;0;0;0;0;0;район Нагатино-Садовники;3730
район Нагатино-Садовники;3731;84;250;81;0;169;0;79;2;77;0;0;0;0;0;0;0;0;район Нагатино-Садовники;3731
район Нагатинский затон;1863;1322;1000;419;13;568;13;419;7;425;0;0;2;0;1;0;0;0;район Нагатинский затон;1863
район Нагатинский затон;1864;2248;2000;706;33;1261;33;706;7;732;0;0;4;0;0;0;0;0;район Нагатинский затон;1864
район Нагатинский затон;1865;2597;2500;850;27;1623;27;849;18;858;0;0;2;0;2;0;0;0;район Нагатинский затон;1865
район Нагатинский затон;1866;1946;1500;587;34;879;34;587;7;614;0;0;0;0;2;0;0;0;район Нагатинский затон;1866
район Нагатинский затон;1867;972;700;274;13;413;13;274;1;286;0;0;0;0;0;0;0;0;район Нагатинский затон;1867
район Нагатинский затон;1868;2621;2500;788;31;1681;31;788;12;807;0;0;2;0;4;0;0;0;район Нагатинский затон;1868
район Нагатинский затон;1869;2602;2500;733;42;1725;42;733;14;761;0;0;0;0;3;0;0;0;район Нагатинский затон;1869
район Нагатинский затон;1870;2165;2000;659;37;1304;37;658;18;677;0;0;4;0;5;0;0;0;район Нагатинский затон;1870
район Нагатинский затон;1871;1996;1500;624;14;862;14;624;4;634;0;0;2;0;1;0;0;0;район Нагатинский затон;1871
район Нагатинский затон;1872;2373;2000;741;28;1231;28;740;17;751;0;0;0;0;0;0;0;0;район Нагатинский затон;1872
район Нагатинский затон;1873;2257;2000;787;53;1160;53;787;7;833;0;0;0;0;2;0;0;0;район Нагатинский затон;1873
район Нагатинский затон;1874;1156;1000;382;24;594;24;382;5;401;0;0;1;0;0;0;0;0;район Нагатинский затон;1874
район Нагатинский затон;1875;1436;1100;386;23;691;23;386;6;403;0;0;2;0;2;0;0;0;район Нагатинский затон;1875
район Нагатинский затон;1876;1706;1500;591;6;903;6;591;18;579;0;0;1;0;1;0;0;0;район Нагатинский затон;1876
район Нагатинский затон;1877;2573;2500;765;38;1697;38;765;8;795;0;0;1;0;0;0;0;0;район Нагатинский затон;1877
район Нагатинский затон;1878;2282;2000;639;37;1324;37;637;10;664;0;0;0;0;1;0;0;0;район Нагатинский затон;1878
район Нагатинский затон;1879;2029;2000;639;53;1308;53;638;7;684;0;0;0;0;0;0;0;0;район Нагатинский затон;1879
район Нагатинский затон;1880;2298;2000;681;26;1293;26;681;12;695;0;0;2;0;1;0;0;0;район Нагатинский затон;1880
район Нагатинский затон;1881;2045;2000;547;26;1427;26;547;20;553;0;0;0;0;2;0;0;0;район Нагатинский затон;1881
район Нагатинский затон;1882;2596;2500;772;26;1702;26;772;16;782;0;0;0;0;2;0;0;0;район Нагатинский затон;1882
район Нагатинский затон;1883;2351;2000;743;13;1244;13;743;9;747;0;0;0;0;0;0;0;0;район Нагатинский затон;1883
район Нагатинский затон;1884;2286;2000;724;20;1256;20;722;16;726;0;0;1;0;2;0;0;0;район Нагатинский затон;1884
район Нагатинский затон;1885;1980;1500;679;15;806;15;679;11;683;0;0;2;0;0;0;0;0;район Нагатинский затон;1885
район Нагатинский затон;1886;1941;1500;628;27;845;27;628;10;645;0;0;0;0;2;0;0;0;район Нагатинский затон;1886
район Нагатинский затон;1887;2533;2500;822;18;1660;18;822;15;825;0;0;0;0;1;0;0;0;район Нагатинский затон;1887
район Нагатинский затон;1888;2435;2000;844;41;1115;41;844;17;868;0;0;1;0;1;0;0;0;район Нагатинский затон;1888
район Нагатинский затон;1889;1753;1500;508;22;970;22;506;8;520;0;0;0;0;1;0;0;0;район Нагатинский затон;1889
район Нагатинский затон;1890;2235;2000;674;40;1286;40;671;9;702;0;0;2;0;0;0;0;0;район Нагатинский затон;1890
район Нагатинский затон;1891;1621;1500;497;24;979;24;497;6;515;0;0;1;0;0;0;0;0;район Нагатинский затон;1891
район Нагатинский затон;1892;1904;1500;610;25;865;25;608;3;630;0;0;1;0;1;0;0;0;район Нагатинский затон;1892
район Нагатинский затон;1893;1979;1500;584;40;876;40;582;7;615;0;0;0;0;1;0;0;0;район Нагатинский затон;1893
район Нагатинский затон;1894;1074;1000;371;9;620;9;371;5;375;0;0;0;0;0;0;0;0;район Нагатинский затон;1894
район Нагатинский затон;1895;879;700;259;2;439;2;259;4;257;0;0;1;0;0;0;0;0;район Нагатинский затон;1895
район Нагатинский затон;3732;16;50;16;0;34;0;16;0;16;0;0;0;0;0;0;0;0;район Нагатинский затон;3732
район Нагатинский затон;3733;52;100;52;0;48;0;52;0;52;0;0;0;0;0;0;0;0;район Нагатинский затон;3733
Нагорный район;1896;2155;2100;704;24;1372;24;704;7;721;0;0;0;0;1;0;0;0;Нагорный район;1896
Нагорный район;1897;1929;1900;523;17;1360;17;521;12;526;0;0;2;0;1;0;0;0;Нагорный район;1897
Нагорный район;1898;2110;2100;538;16;1546;16;538;8;546;0;0;1;0;1;0;0;0;Нагорный район;1898
Нагорный район;1899;2099;2100;536;14;1550;14;536;7;543;0;0;0;0;4;0;0;0;Нагорный район;1899
Нагорный район;1900;1996;2000;629;15;1356;15;627;9;633;0;0;3;0;5;0;0;0;Нагорный район;1900
Нагорный район;1901;2008;2000;702;22;1276;22;700;25;697;0;0;1;0;0;0;0;0;Нагорный район;1901
Нагорный район;1902;2054;2000;641;21;1338;21;640;9;652;0;0;0;0;2;0;0;0;Нагорный район;1902
Нагорный район;1903;2111;2100;597;25;1478;25;597;13;609;0;0;0;0;1;0;0;0;Нагорный район;1903
Нагорный район;1904;278;300;91;1;208;1;91;1;91;0;0;4;0;0;0;0;0;Нагорный район;1904
Нагорный район;1905;2584;2550;734;24;1792;24;734;10;748;0;0;4;0;1;0;0;0;Нагорный район;1905
Нагорный район;1906;2725;2700;856;23;1821;23;854;15;862;0;0;0;0;5;0;0;0;Нагорный район;1906
Нагорный район;1907;1196;1200;312;10;878;10;312;4;318;0;0;6;0;0;0;0;0;Нагорный район;1907
Нагорный район;1908;2580;2550;798;12;1740;12;798;7;803;0;0;1;0;3;0;0;0;Нагорный район;1908
Нагорный район;1909;2379;2350;728;35;1587;35;728;7;756;0;0;5;0;1;0;0;0;Нагорный район;1909
Нагорный район;1910;2381;2350;796;18;1536;18;796;11;803;0;0;0;0;3;0;0;0;Нагорный район;1910
Нагорный район;1911;2315;2300;693;11;1596;11;689;5;695;0;0;2;0;2;0;0;0;Нагорный район;1911
Нагорный район;1912;2314;2300;716;25;1559;25;716;7;734;0;0;1;0;5;0;0;0;Нагорный район;1912
Нагорный район;1913;2399;2350;759;7;1584;7;759;8;758;0;0;2;0;1;0;0;0;Нагорный район;1913
Нагорный район;1914;2465;2450;703;23;1724;22;703;9;716;0;0;0;0;2;0;0;0;Нагорный район;1914
Нагорный район;1915;2444;2400;693;32;1675;32;693;11;714;0;0;2;0;5;0;0;0;Нагорный район;1915
Нагорный район;1916;2476;2450;789;17;1644;17;789;6;800;0;0;1;0;2;0;0;0;Нагорный район;1916
район Орехово-Борисово Северное;1917;2573;2300;821;39;1440;39;821;9;851;0;0;0;0;2;0;0;0;район Орехово-Борисово Северное;1917
район Орехово-Борисово Северное;1918;2492;2200;788;23;1389;23;788;19;792;0;0;2;0;3;0;0;0;район Орехово-Борисово Северное;1918
район Орехово-Борисово Северное;1919;2739;2400;804;34;1562;34;804;12;826;0;0;1;0;5;0;0;0;район Орехово-Борисово Северное;1919
район Орехово-Борисово Северное;1920;2893;2600;825;21;1754;21;825;7;839;0;0;4;0;0;0;0;0;район Орехово-Борисово Северное;1920
район Орехово-Борисово Северное;1921;2675;2400;704;52;1644;52;704;10;746;0;0;2;0;5;0;0;0;район Орехово-Борисово Северное;1921
район Орехово-Борисово Северное;1922;2584;2300;892;13;1395;13;891;11;893;0;0;3;0;2;0;0;0;район Орехово-Борисово Северное;1922
район Орехово-Борисово Северное;1923;2771;2400;764;19;1617;19;763;10;772;0;0;5;0;5;0;0;0;район Орехово-Борисово Северное;1923
район Орехово-Борисово Северное;1924;2428;2100;654;26;1420;26;654;7;673;0;0;0;0;1;0;0;0;район Орехово-Борисово Северное;1924
район Орехово-Борисово Северное;1925;2215;1900;610;41;1249;41;610;8;643;0;0;11;0;1;0;0;0;район Орехово-Борисово Северное;1925
район Орехово-Борисово Северное;1926;2015;1800;634;31;1135;31;634;8;657;0;0;14;0;3;0;0;0;район Орехово-Борисово Северное;1926
район Орехово-Борисово Северное;1927;2685;2400;839;32;1529;32;838;12;858;0;0;0;0;5;0;0;0;район Орехово-Борисово Северное;1927
район Орехово-Борисово Северное;1928;2254;2000;653;28;1319;28;653;4;677;0;0;0;0;3;0;0;0;район Орехово-Борисово Северное;1928
район Орехово-Борисово Северное;1929;2454;2200;701;22;1477;22;701;8;715;0;0;0;0;1;0;0;0;район Орехово-Борисово Северное;1929
район Орехово-Борисово Северное;1930;2039;1800;573;10;1217;10;572;5;577;0;0;0;0;2;0;0;0;район Орехово-Борисово Северное;1930
район Орехово-Борисово Северное;1931;2168;1900;545;27;1328;27;545;9;563;0;0;6;0;2;0;0;0;район Орехово-Борисово Северное;1931
район Орехово-Борисово Северное;1932;2224;2000;669;22;1309;22;667;10;679;0;0;4;0;4;0;0;0;район Орехово-Борисово Северное;1932
район Орехово-Борисово Северное;1933;2268;2000;681;33;1286;33;680;10;703;0;0;5;0;1;0;0;0;район Орехово-Борисово Северное;1933
район Орехово-Борисово Северное;1934;1999;1800;637;33;1130;33;637;19;651;0;0;2;0;3;0;0;0;район Орехово-Борисово Северное;1934
район Орехово-Борисово Северное;1935;2315;2000;700;25;1275;25;698;11;712;0;0;4;0;3;0;0;0;район Орехово-Борисово Северное;1935
район Орехово-Борисово Северное;1936;2389;2100;723;35;1342;35;723;10;748;0;0;5;0;2;0;0;0;район Орехово-Борисово Северное;1936
район Орехово-Борисово Северное;1937;2222;2000;678;26;1296;26;678;4;700;0;0;2;0;1;0;0;0;район Орехово-Борисово Северное;1937
район Орехово-Борисово Северное;1938;2585;2300;822;43;1435;43;820;12;851;0;0;0;0;3;0;0;0;район Орехово-Борисово Северное;1938
район Орехово-Борисово Северное;1939;2224;2000;669;38;1293;38;668;9;697;0;0;3;0;3;0;0;0;район Орехово-Борисово Северное;1939
район Орехово-Борисово Северное;1940;2327;2100;724;27;1349;27;722;8;741;0;0;0;0;1;0;0;0;район Орехово-Борисово Северное;1940
район Орехово-Борисово Северное;1941;2125;1900;651;33;1216;33;651;10;674;0;0;0;0;0;0;0;0;район Орехово-Борисово Северное;1941
район Орехово-Борисово Северное;1942;2076;1800;602;22;1176;22;602;9;615;0;0;0;0;1;0;0;0;район Орехово-Борисово Северное;1942
район Орехово-Борисово Северное;1943;2824;2500;842;20;1638;20;840;11;849;0;0;1;0;2;0;0;0;район Орехово-Борисово Северное;1943
район Орехово-Борисово Северное;1944;2530;2200;716;48;1436;48;716;4;760;0;0;1;0;0;0;0;0;район Орехово-Борисово Северное;1944
район Орехово-Борисово Северное;1945;2378;2100;786;48;1266;48;786;9;825;0;0;0;0;0;0;0;0;район Орехово-Борисово Северное;1945
район Орехово-Борисово Северное;1946;2210;1900;653;18;1229;18;653;14;657;0;0;0;0;3;0;0;0;район Орехово-Борисово Северное;1946
район Орехово-Борисово Северное;1947;2425;2100;776;23;1301;23;776;14;785;0;0;1;0;3;0;0;0;район Орехово-Борисово Северное;1947
район Орехово-Борисово Северное;1948;100;180;100;0;80;0;100;3;97;0;0;6;0;0;0;0;0;район Орехово-Борисово Северное;1948
район Орехово-Борисово Южное;1949;2646;2500;791;22;1687;22;790;10;802;0;0;2;0;1;0;0;0;район Орехово-Борисово Южное;1949
район Орехово-Борисово Южное;1950;2575;2450;791;28;1631;28;791;13;806;0;0;2;0;1;0;0;0;район Орехово-Борисово Южное;1950
район Орехово-Борисово Южное;1951;2533;2400;756;35;1609;35;756;14;777;0;0;2;0;2;0;0;0;район Орехово-Борисово Южное;1951
