ТИК;УИК;Дегтярев Михаил Владимирович;Левичев Николай Владимирович;Мельников Иван Иванович;Митрохин Сергей Сергеевич;Навальный Алексей Анатольевич;Собянин Сергей Семенович;ТИК;УИК
район Новогиреево ;1102;2,65;3,49;15,54;4,58;25,18;47,11;район Новогиреево ;1102
район Новогиреево ;1103;4,94;2,99;12,28;3,74;22,16;51,80;район Новогиреево ;1103
район Новогиреево ;1104;3,48;3,18;9,85;3,79;27,42;49,85;район Новогиреево ;1104
район Новогиреево ;1105;3,55;2,96;9,47;3,75;26,43;52,47;район Новогиреево ;1105
район Новогиреево ;1106;4,13;2,80;13,18;2,53;20,37;49,67;район Новогиреево ;1106
район Новогиреево ;1107;2,57;2,57;8,73;4,45;31,34;48,63;район Новогиреево ;1107
район Новогиреево ;1108;3,11;3,58;8,84;3,35;23,54;55,56;район Новогиреево ;1108
район Новогиреево ;1109;2,29;3,51;9,62;4,89;27,18;51,91;район Новогиреево ;1109
район Новогиреево ;1110;2,42;4,35;13,04;2,42;27,54;48,55;район Новогиреево ;1110
район Новогиреево ;1111;3,71;3,11;10,53;4,31;28,35;48,21;район Новогиреево ;1111
район Новогиреево ;1112;3,44;3,94;9,29;3,18;24,43;53,82;район Новогиреево ;1112
район Новогиреево ;1113;5,16;2,72;13,32;4,62;24,73;48,91;район Новогиреево ;1113
район Новогиреево ;1114;3,02;4,23;9,07;2,22;22,98;55,85;район Новогиреево ;1114
район Новогиреево ;1115;2,44;2,77;11,86;3,66;30,38;47,45;район Новогиреево ;1115
район Новогиреево ;1116;2,60;3,83;12,04;2,87;23,94;52,94;район Новогиреево ;1116
район Новогиреево ;1117;3,17;3,92;11,46;2,71;24,59;51,89;район Новогиреево ;1117
район Новогиреево ;1118;4,04;2,33;9,80;3,43;23,41;55,76;район Новогиреево ;1118
район Новогиреево ;1119;3,05;3,72;16,41;3,38;22,67;48,73;район Новогиреево ;1119
район Новогиреево ;1120;2,70;1,84;10,31;4,05;24,29;53,99;район Новогиреево ;1120
район Новогиреево ;3679;3,83;3,45;9,58;4,60;11,11;65,13;район Новогиреево ;3679
район Перово;1150;2,82;4,23;9,72;4,08;25,08;52,82;район Перово;1150
район Перово;1151;2,75;3,07;7,43;3,55;26,33;54,93;район Перово;1151
район Перово;1152;3,69;2,85;11,89;2,51;23,62;53,10;район Перово;1152
район Перово;1153;4,37;2,37;10,20;4,19;20,58;56,28;район Перово;1153
район Перово;1154;3,07;2,91;10,52;3,72;27,67;50,00;район Перово;1154
район Перово;1155;4,21;2,02;10,27;3,70;22,22;55,72;район Перово;1155
район Перово;1156;2,99;2,42;10,67;3,84;25,46;51,92;район Перово;1156
район Перово;1157;1,75;3,95;12,57;3,95;27,49;48,10;район Перово;1157
район Перово;1158;2,90;3,56;10,14;4,48;31,23;46,77;район Перово;1158
район Перово;1159;3,65;1,82;12,90;3,79;23,28;53,16;район Перово;1159
район Перово;1160;2,31;3,04;12,77;2,68;31,87;45,86;район Перово;1160
район Перово;1161;1,99;3,53;9,98;5,38;25,81;52,38;район Перово;1161
район Перово;1162;4,97;4,47;10,10;1,16;21,85;56,29;район Перово;1162
район Перово;1163;3,73;5,28;10,09;3,73;31,21;44,10;район Перово;1163
район Перово;1164;4,31;5,26;10,37;4,78;27,59;47,05;район Перово;1164
район Перово;1165;4,44;2,22;13,33;0,00;24,44;53,33;район Перово;1165
район Перово;1166;3,06;5,26;12,56;2,55;27,33;47,71;район Перово;1166
район Перово;1167;6,02;3,90;11,38;5,04;22,76;49,11;район Перово;1167
район Перово;1168;3,88;2,59;11,00;3,40;24,76;52,10;район Перово;1168
район Перово;1169;2,55;3,94;13,92;4,87;28,07;45,94;район Перово;1169
район Перово;1170;3,11;3,44;10,16;3,44;32,95;45,25;район Перово;1170
район Перово;1171;3,08;3,08;12,32;3,61;37,22;39,49;район Перово;1171
район Перово;1172;2,29;3,82;13,23;3,94;25,19;49,36;район Перово;1172
район Перово;1173;3,18;3,33;12,25;2,42;27,53;49,77;район Перово;1173
район Перово;1174;2,39;3,44;10,91;4,78;15,10;62,03;район Перово;1174
район Перово;1175;1,98;3,81;9,45;2,13;19,05;62,35;район Перово;1175
район Перово;1176;3,96;3,66;12,20;4,73;25,46;47,71;район Перово;1176
район Перово;1177;2,99;3,43;14,93;4,03;24,78;48,96;район Перово;1177
район Перово;1178;2,26;2,40;10,86;4,65;33,15;45,56;район Перово;1178
район Перово;1179;2,94;2,94;9,51;3,78;27,55;51,47;район Перово;1179
район Перово;1180;2,16;3,05;11,69;4,19;28,21;49,17;район Перово;1180
район Перово;1181;3,23;2,51;14,93;4,54;26,28;45,52;район Перово;1181
район Перово;1182;2,74;4,17;9,13;4,43;28,42;49,41;район Перово;1182
район Перово;1183;2,51;2,13;10,04;3,64;30,61;49,56;район Перово;1183
район Перово;1184;3,24;2,46;9,59;4,15;30,44;48,19;район Перово;1184
район Перово;1185;3,85;4,16;12,02;2,62;26,19;49,15;район Перово;1185
район Перово;1186;2,65;2,23;8,23;4,32;21,90;58,30;район Перово;1186
район Перово;3680;3,35;3,35;15,08;2,79;11,73;60,89;район Перово;3680
район Восточный;940;4,69;3,49;10,19;3,08;19,03;57,64;район Восточный;940
район Восточный;941;3,47;3,61;9,44;1,39;24,44;55,42;район Восточный;941
район Восточный;942;4,33;2,76;9,48;3,41;22,65;55,71;район Восточный;942
район Восточный;943;2,99;3,69;5,76;1,61;10,14;72,58;район Восточный;943
район Преображенское;1187;3,39;2,40;13,01;3,82;25,74;50,50;район Преображенское;1187
район Преображенское;1188;2,48;2,32;8,67;3,10;33,28;47,21;район Преображенское;1188
район Преображенское;1189;2,34;2,88;13,46;4,40;31,32;43,82;район Преображенское;1189
район Преображенское;1190;3,31;2,96;9,93;5,40;33,45;42,16;район Преображенское;1190
район Преображенское;1191;3,90;3,29;7,39;5,13;28,13;50,10;район Преображенское;1191
район Преображенское;1192;3,71;2,40;10,06;5,75;29,22;48,02;район Преображенское;1192
район Преображенское;1193;1,49;2,85;10,19;6,11;35,05;42,66;район Преображенское;1193
район Преображенское;1194;2,12;2,73;12,58;4,24;26,82;48,33;район Преображенское;1194
район Преображенское;1195;1,66;2,54;11,84;5,75;28,43;46,90;район Преображенское;1195
район Преображенское;1196;4,21;3,16;12,63;2,11;36,84;36,84;район Преображенское;1196
район Преображенское;1197;3,55;3,68;12,75;5,76;30,15;42,89;район Преображенское;1197
район Преображенское;1198;2,61;3,26;10,18;6,53;28,85;47,65;район Преображенское;1198
район Преображенское;1199;2,48;2,34;11,45;4,97;28,83;47,72;район Преображенское;1199
район Преображенское;1200;2,23;4,90;10,70;4,90;28,83;46,51;район Преображенское;1200
район Преображенское;1201;2,72;2,31;13,18;4,89;28,40;47,15;район Преображенское;1201
район Преображенское;1202;3,73;1,71;10,09;4,81;27,17;51,24;район Преображенское;1202
район Преображенское;1203;2,35;3,32;12,45;5,39;27,39;47,86;район Преображенское;1203
район Преображенское;1204;2,33;2,74;10,94;5,20;27,91;49,11;район Преображенское;1204
район Преображенское;1205;2,78;2,65;13,23;5,69;27,78;46,16;район Преображенское;1205
район Преображенское;1206;2,21;2,83;11,79;4,30;32,31;44,35;район Преображенское;1206
район Преображенское;1207;2,43;3,24;11,69;4,63;32,06;44,10;район Преображенское;1207
район Преображенское;1208;3,26;2,36;12,04;3,04;30,71;47,36;район Преображенское;1208
район Преображенское;1209;1,98;1,73;13,46;4,57;28,64;48,89;район Преображенское;1209
район Преображенское;3681;5,86;3,15;5,63;3,15;11,26;64,19;район Преображенское;3681
район Преображенское;3682;3,33;10,00;10,00;3,33;20,00;53,33;район Преображенское;3682
район Преображенское;3683;4,03;4,03;5,86;4,40;15,02;62,27;район Преображенское;3683
район Северное Измайлово;1210;2,93;2,23;10,20;8,38;25,84;48,88;район Северное Измайлово;1210
район Северное Измайлово;1211;3,09;3,95;11,68;7,90;18,90;52,06;район Северное Измайлово;1211
район Северное Измайлово;1212;4,08;3,18;10,29;4,08;26,48;50,38;район Северное Измайлово;1212
район Северное Измайлово;1213;2,48;2,03;13,51;4,05;25,45;50,90;район Северное Измайлово;1213
район Северное Измайлово;1214;2,71;4,06;12,38;4,64;21,08;52,80;район Северное Измайлово;1214
район Северное Измайлово;1215;3,26;1,69;14,34;4,69;28,03;47,33;район Северное Измайлово;1215
район Северное Измайлово;1216;3,26;2,57;14,24;5,32;26,07;46,31;район Северное Измайлово;1216
район Северное Измайлово;1217;4,40;3,62;13,05;3,93;25,47;47,17;район Северное Измайлово;1217
район Северное Измайлово;1218;3,00;2,43;13,73;4,43;29,76;45,49;район Северное Измайлово;1218
район Северное Измайлово;1219;2,73;3,19;10,77;4,40;32,93;44,31;район Северное Измайлово;1219
район Северное Измайлово;1220;2,27;3,72;11,49;5,99;30,91;43,53;район Северное Измайлово;1220
район Северное Измайлово;1221;1,96;4,90;3,92;2,94;10,78;75,49;район Северное Измайлово;1221
район Северное Измайлово;1222;2,91;3,88;9,71;5,83;30,93;45,49;район Северное Измайлово;1222
район Северное Измайлово;1223;3,35;3,73;12,48;4,89;26,13;46,98;район Северное Измайлово;1223
район Северное Измайлово;1224;2,23;5,79;13,14;6,46;27,39;44,32;район Северное Измайлово;1224
район Северное Измайлово;1225;2,27;1,41;11,68;8,32;35,46;39,89;район Северное Измайлово;1225
район Северное Измайлово;1226;2,42;2,68;10,59;5,36;33,29;44,90;район Северное Измайлово;1226
район Северное Измайлово;1227;3,21;3,02;10,00;3,96;34,91;43,58;район Северное Измайлово;1227
район Северное Измайлово;1228;1,63;2,35;12,84;4,34;27,31;50,27;район Северное Измайлово;1228
район Северное Измайлово;1229;3,76;2,82;13,97;2,93;28,64;46,60;район Северное Измайлово;1229
район Северное Измайлово;1230;3,63;3,21;12,41;6,14;23,57;48,81;район Северное Измайлово;1230
район Северное Измайлово;1231;3,66;1,46;9,32;5,12;24,13;54,84;район Северное Измайлово;1231
район Северное Измайлово;1232;2,48;4,03;11,78;4,34;21,24;53,33;район Северное Измайлово;1232
район Северное Измайлово;1233;5,43;3,13;11,18;6,58;25,49;46,05;район Северное Измайлово;1233
район Северное Измайлово;1234;3,55;2,32;12,28;4,64;26,74;48,98;район Северное Измайлово;1234
район Северное Измайлово;1235;3,58;3,42;9,95;3,89;31,73;46,19;район Северное Измайлово;1235
